,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,contact_web_link,supplementary_file,data_row_count,relation,relation.1
GSM886845,786-O,GSM886845,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: kidney,histology: carcinoma,histology subtype1: clear_cell_renal_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886845/suppl/GSM886845.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886846,8305C,GSM886846,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: thyroid,histology: carcinoma,histology subtype1: anaplastic_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886846/suppl/GSM886846.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886847,8505C,GSM886847,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: thyroid,histology: carcinoma,histology subtype1: anaplastic_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886847/suppl/GSM886847.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886848,8-MG-BA,GSM886848,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: central_nervous_system,histology: glioma,histology subtype1: astrocytoma_Grade_IV,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886848/suppl/GSM886848.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886849,A101D,GSM886849,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: skin,histology: malignant_melanoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886849/suppl/GSM886849.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886850,A172,GSM886850,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: central_nervous_system,histology: glioma,histology subtype1: astrocytoma_Grade_IV,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886850/suppl/GSM886850.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886851,A-204,GSM886851,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: soft_tissue,histology: rhabdomyosarcoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886851/suppl/GSM886851.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886852,A-253,GSM886852,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,ATCC,Homo sapiens,primary site: salivary_gland,histology: carcinoma,histology subtype1: mucoepidermoid_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886852/suppl/GSM886852.CEL.gz,18926,,
GSM886853,A2780,GSM886853,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ECACC,Homo sapiens,primary site: ovary,histology: carcinoma,histology subtype1: adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886853/suppl/GSM886853.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886854,A-375,GSM886854,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: skin,histology: malignant_melanoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886854/suppl/GSM886854.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886855,A3/KAW,GSM886855,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,HSRRB,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: diffuse_large_B_cell_lymphoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886855/suppl/GSM886855.CEL.gz,18926,,
GSM886856,A-498,GSM886856,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: kidney,histology: carcinoma,histology subtype1: renal_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886856/suppl/GSM886856.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886857,A4/Fuk,GSM886857,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,HSRRB,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: diffuse_large_B_cell_lymphoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886857/suppl/GSM886857.CEL.gz,18926,,
